posting_id,title,company,location,work_type,salary_min,salary_max,required_skills,experience_years,posted_date,uw_partnership,is_duplicate_flag,status
JOB-0349,Associate Product Analyst,McKinsey,"Bellevue, WA",Hybrid,80000,90000,Data Modeling; SQL; Stakeholder Management; Machine Learning; Tableau,2,2024-10-14,False,False,Active
JOB-0350,Marketing Data Analyst,Amazon,"Kirkland, WA",Hybrid,80000,90000,Power BI; AWS; BigQuery; Looker; Spark; Stakeholder Management; Statistics,3,2024-08-05,True,False,Active
JOB-0351,Jr. Data Engineer,Auth0,"Seattle, WA",Hybrid,115000,140000,Azure; AWS; Data Modeling; Communication; Snowflake,1,2023-01-11,False,False,Expired
JOB-0352,Jr. Data Scientist,Outreach,Remote,On-site,90000,110000,A/B Testing; Snowflake; Data Modeling; Stakeholder Management; dbt; Spark; Statistics,1,2024-08-04,False,False,Active
JOB-0353,Data Analyst,Amazon,"Kirkland, WA",Remote,65000,85000,Azure; SQL; Excel; Looker; R,2,2024-10-20,False,False,Active
JOB-0354,Jr. Data Scientist,Auth0,"Kirkland, WA",Remote,,,Snowflake; Looker; Communication,2,2023-11-26,False,False,Expired
JOB-0355,Growth Analyst,Amazon,"Kirkland, WA",Remote,,,AWS; Looker; Snowflake; R; GCP; Power BI; dbt,1,2024-10-15,False,False,Active
JOB-0356,Financial Analyst,Zillow,"Kirkland, WA",Remote,,,Spark; SQL; Machine Learning; Communication,2,2024-07-25,False,False,Active
JOB-0357,Data Scientist,Outreach,Remote,Hybrid,90000,100000,Data Modeling; Statistics; AWS; Machine Learning; Power BI; Python; Communication,1,2024-10-21,False,True,Active
JOB-0358,Jr. Data Scientist,Zillow,"Bellevue, WA",Remote,,,Azure; Tableau; GCP; R; Python; Snowflake,2,2023-12-11,False,False,Expired
JOB-0359,Product Analyst,Zillow,"Bellevue, WA",Hybrid,115000,130000,Snowflake; Data Modeling; dbt,1,2024-09-03,False,False,Active
JOB-0360,Associate Data Scientist,EY,"Seattle, WA",Remote,55000,75000,GCP; Python; Data Modeling; Machine Learning; Excel; dbt; Statistics,1,2024-12-05,False,False,Active
JOB-0361,Marketing Data Analyst,IQVIA,"Bellevue, WA",Hybrid,100000,115000,Data Modeling; R; BigQuery; Looker; Python; SQL; Power BI,1,2024-08-28,False,False,Active
JOB-0362,Associate Data Scientist,IQVIA,"Redmond, WA",On-site,,,GCP; Snowflake; Excel; Spark,3,2024-06-12,False,False,Active
JOB-0363,Jr. Data Scientist,Starbucks,"Redmond, WA",Remote,90000,105000,Tableau; Looker; Excel; Spark,3,2024-09-06,False,False,Active
JOB-0364,Financial Analyst,Outreach,"Kirkland, WA",Remote,72000,82000,A/B Testing; GCP; Looker,1,2023-03-22,False,False,Expired
JOB-0365,Jr. Data Scientist,Amazon,"Seattle, WA",Hybrid,115000,135000,BigQuery; Data Modeling; Stakeholder Management,2,2024-09-26,True,False,Active
JOB-0366,Business Operations Analyst,Auth0,"Seattle, WA",Hybrid,90000,110000,Power BI; Data Modeling; AWS; SQL; Stakeholder Management,2,2024-09-20,False,False,Active
JOB-0367,Data Engineer,Microsoft,"Kirkland, WA",Hybrid,115000,140000,Tableau; Stakeholder Management; AWS; BigQuery; Spark; Data Modeling; dbt,1,2024-10-13,False,False,Active
JOB-0368,Associate Data Analyst,Zillow,"Redmond, WA",Hybrid,,,Snowflake; dbt; SQL,2,2024-11-19,False,False,Active
JOB-0369,Operations Analyst,Remitly,"Kirkland, WA",On-site,55000,70000,Machine Learning; Azure; Excel; Communication; SQL; BigQuery,0,2024-12-02,False,False,Active
JOB-0370,FP&A Analyst,Tableau,"Kirkland, WA",On-site,,,Snowflake; Communication; Machine Learning; Stakeholder Management; Power BI; dbt,1,2024-12-23,False,False,Active
JOB-0371,Data Analyst,Microsoft,"Bellevue, WA",Remote,65000,85000,Statistics; Power BI; Snowflake; Python; A/B Testing; SQL,1,2024-12-25,True,False,Active
JOB-0372,Associate Financial Analyst,Auth0,"Seattle, WA",On-site,,,Communication; BigQuery; A/B Testing; Data Modeling; Power BI; Tableau,1,2024-09-13,False,False,Active
JOB-0373,Product Data Analyst,Accenture,"Seattle, WA",On-site,100000,125000,Tableau; AWS; Statistics; dbt; R,1,2024-06-23,False,False,Active
JOB-0374,Business Operations Analyst,Providence Health,"Seattle, WA",On-site,55000,65000,GCP; Power BI; Stakeholder Management; R,0,2024-06-04,False,False,Active
JOB-0375,"Analyst, Data",Starbucks,"Seattle, WA",Hybrid,100000,115000,R; Spark; BigQuery; Stakeholder Management; Tableau,2,2024-11-03,False,False,Active
JOB-0376,Marketing Analyst,Auth0,"Seattle, WA",Hybrid,,,Spark; Power BI; SQL,2,2024-06-10,False,False,Active
JOB-0377,"Analyst, Data",Amazon,"Kirkland, WA",On-site,,,Machine Learning; Power BI; Azure; Data Modeling; Looker; SQL; dbt,2,2024-09-28,False,False,Active
JOB-0378,"Analyst, Data",Tableau,"Redmond, WA",Hybrid,65000,75000,Data Modeling; Power BI; Communication; Spark; AWS; Looker,2,2024-06-08,False,False,Active
JOB-0379,Associate Data Engineer,Expedia,"Redmond, WA",Remote,115000,140000,BigQuery; Snowflake; Data Modeling; AWS; GCP; R; Statistics,0,2024-09-27,False,False,Active
JOB-0380,Jr. Data Analyst,Convoy,"Seattle, WA",On-site,115000,125000,Communication; Python; Machine Learning; Power BI,0,2024-10-08,False,False,Active
JOB-0381,Data Analyst,Zillow,"Kirkland, WA",On-site,,,A/B Testing; Snowflake; Communication,1,2024-12-22,False,False,Active
JOB-0382,Data Analyst,Seattle Children's,"Redmond, WA",Remote,115000,135000,A/B Testing; Spark; Python; Power BI; Snowflake; Data Modeling,3,2024-07-15,False,False,Active
JOB-0383,BI Developer,Amazon,"Kirkland, WA",Remote,100000,110000,A/B Testing; Azure; Spark; Machine Learning; BigQuery; dbt,2,2024-09-03,True,False,Active
JOB-0384,"Analyst, Data",EY,"Redmond, WA",Remote,90000,100000,GCP; dbt; SQL; Power BI; Excel; Looker; Python,2,2024-09-09,False,False,Active
JOB-0385,BI Analyst,Zillow,Remote,Remote,,,R; GCP; Data Modeling; Communication,1,2024-09-03,False,False,Active
JOB-0386,BI Analyst,IQVIA,Remote,Remote,,,SQL; A/B Testing; Machine Learning; dbt; Azure,1,2024-08-16,False,False,Active
JOB-0387,Jr. Data Scientist,Starbucks,"Bellevue, WA",Hybrid,90000,110000,Snowflake; Excel; AWS; Looker,1,2024-10-09,False,False,Active
JOB-0388,Business Operations Analyst,IQVIA,"Kirkland, WA",Remote,,,BigQuery; Communication; A/B Testing; Power BI,1,2024-10-10,False,False,Active
JOB-0389,Finance Analyst,Deloitte,"Seattle, WA",Hybrid,55000,65000,Snowflake; Excel; R; A/B Testing; Communication; Data Modeling,1,2024-10-18,False,False,Active
JOB-0390,Product Data Analyst,Expedia,"Bellevue, WA",Remote,100000,125000,Python; A/B Testing; Machine Learning; dbt; Spark,0,2024-12-14,False,False,Active
JOB-0391,Finance Analyst,McKinsey,"Kirkland, WA",Hybrid,90000,115000,Azure; Snowflake; Looker; AWS; Data Modeling; Spark; BigQuery,1,2023-04-19,False,False,Expired
JOB-0392,Business Intelligence Developer,Accenture,"Kirkland, WA",Hybrid,72000,82000,Stakeholder Management; Tableau; Excel; A/B Testing; Azure; Looker; Spark,1,2024-10-25,False,False,Active
JOB-0393,Jr. Data Engineer,Auth0,"Bellevue, WA",On-site,,,Data Modeling; GCP; Azure,0,2023-06-03,False,False,Expired
JOB-0394,Ops Analyst,Starbucks,"Kirkland, WA",Hybrid,72000,87000,BigQuery; Machine Learning; Azure; R; dbt; Stakeholder Management; GCP,2,2024-08-07,False,False,Active
JOB-0395,BI Developer,McKinsey,"Redmond, WA",Hybrid,55000,80000,AWS; R; GCP; Statistics; BigQuery; A/B Testing; Communication,3,2024-06-13,False,False,Active
JOB-0396,Associate Data Analyst,Outreach,"Redmond, WA",On-site,65000,80000,GCP; R; Communication; Stakeholder Management; BigQuery; Machine Learning; Azure,3,2024-09-27,False,False,Active
JOB-0397,Data Scientist I,Outreach,"Kirkland, WA",On-site,55000,70000,Snowflake; Azure; Statistics,0,2024-11-17,False,False,Active
JOB-0398,Associate Data Analyst,Auth0,"Seattle, WA",On-site,65000,90000,Python; Spark; Stakeholder Management; Tableau; Excel; Power BI; SQL,1,2024-10-21,False,False,Active
JOB-0399,Ops Analyst,Expedia,"Seattle, WA",On-site,65000,90000,Excel; Communication; GCP; A/B Testing; AWS,2,2024-06-06,False,False,Active
JOB-0400,Digital Marketing Analyst,EY,"Seattle, WA",On-site,90000,115000,Python; Power BI; Snowflake; Azure,0,2024-12-15,False,False,Active
