sale_id,date,shop_name,category,item,quantity,unit_price,total,payment_method
TXN-26581,2024-10-15,portage-bay,Smoothie,Smoothie Item 5,1,6.5,6.5,Mobile
TXN-26582,2024-10-15,portage-bay,Espresso,Espresso Item 4,1,4.75,4.75,Card
TXN-26583,2024-10-16,The HUB,Drip Coffee,Drip Coffee Item 2,2,2.5,5.0,Cash
TXN-26584,2024-10-16,The HUB,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Card
TXN-26585,10/16/2024,The HUB,Cold Brew,Cold Brew Item 5,3,5.25,15.75,Card
TXN-26586,2024-10-16,The HUB,Tea,Tea Item 2,2,3.25,6.5,Cash
TXN-26587,2024-10-16,The HUB,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-26588,10/16/2024,The HUB,Pastry,Pastry Item 5,2,3.5,7.0,Mobile
TXN-26589,2024-10-16,The HUB,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-26590,2024-10-16,The HUB,Pastry,Pastry Item 3,1,3.5,3.5,Mobile
TXN-26591,2024-10-16,The HUB,Cold Brew,Cold Brew Item 4,1,5.25,5.25,Mobile
TXN-26592,2024-10-16,The HUB,Sandwich,Sandwich Item 1,1,8.75,8.75,Mobile
TXN-26593,2024-10-16,The HUB,Sandwich,Sandwich Item 1,1,8.75,8.75,Cash
TXN-26594,2024-10-16,The HUB,Pastry,Pastry Item 3,1,3.5,3.5,Mobile
TXN-26595,2024-10-16,The HUB,Pastry,Pastry Item 1,1,3.5,3.5,Card
TXN-26596,2024-10-16,The HUB,Espresso,Espresso Item 3,2,4.75,9.5,Cash
TXN-26597,2024-10-16,The HUB,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-26598,2024-10-16,The HUB,Espresso,Espresso Item 3,2,4.75,9.5,Mobile
TXN-26599,2024-10-16,The HUB,Cold Brew,Cold Brew Item 4,1,5.25,5.25,Card
TXN-26600,2024-10-16,The HUB,Sandwich,Sandwich Item 4,1,8.75,8.75,Card
TXN-26601,10/16/2024,The HUB,Pastry,Pastry Item 4,1,3.5,3.5,Card
TXN-26602,2024-10-16,The HUB,Smoothie,Smoothie Item 5,1,6.5,6.5,Cash
TXN-26603,2024-10-16,The HUB,Espresso,Espresso Item 4,1,4.75,4.75,Mobile
TXN-26604,2024-10-16,The HUB,Sandwich,Sandwich Item 4,1,8.75,8.75,Mobile
TXN-26605,2024-10-16,The HUB,Smoothie,Smoothie Item 1,3,6.5,19.5,Cash
TXN-26606,2024-10-16,The HUB,Smoothie,Smoothie Item 2,1,6.5,6.5,Card
TXN-26607,2024-10-16,The HUB,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Card
TXN-26608,10/16/2024,The HUB,Smoothie,Smoothie Item 1,1,6.5,6.5,Cash
TXN-26609,2024-10-16,The HUB,Sandwich,Sandwich Item 2,2,8.75,17.5,Mobile
TXN-26610,2024-10-16,The HUB,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Card
TXN-26611,2024-10-16,The HUB,Pastry,Pastry Item 2,1,3.5,3.5,Card
TXN-26612,10/16/2024,The HUB,Sandwich,Sandwich Item 1,1,8.75,8.75,Cash
TXN-26613,10/16/2024,The HUB,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Card
TXN-26614,2024-10-16,The HUB,Espresso,Espresso Item 1,1,4.75,4.75,Card
TXN-26615,2024-10-16,The HUB,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-26616,10/16/2024,The HUB,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Card
TXN-26617,2024-10-16,The HUB,Pastry,Pastry Item 5,2,3.5,7.0,Card
TXN-26618,2024-10-16,The HUB,Pastry,Pastry Item 3,1,3.5,3.5,Card
TXN-26619,10/16/2024,The HUB,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Mobile
TXN-26620,2024-10-16,The HUB,Sandwich,Sandwich Item 5,2,8.75,17.5,Mobile
TXN-26621,2024-10-16,The HUB,Espresso,Espresso Item 3,1,4.75,4.75,Cash
TXN-26622,2024-10-16,The HUB,Sandwich,Sandwich Item 1,1,8.75,8.75,Mobile
TXN-26623,2024-10-16,The HUB,Espresso,Espresso Item 1,1,4.75,4.75,Mobile
TXN-26624,2024-10-16,The HUB,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-26625,2024-10-16,The HUB,Smoothie,Smoothie Item 2,2,6.5,13.0,Mobile
TXN-26626,2024-10-16,The HUB,Espresso,Espresso Item 5,1,4.75,4.75,Cash
TXN-26627,2024-10-16,The HUB,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-26628,2024-10-16,The HUB,Sandwich,Sandwich Item 4,3,8.75,26.25,Mobile
TXN-26629,10/16/2024,The HUB,Smoothie,Smoothie Item 1,2,6.5,13.0,Mobile
TXN-26630,2024-10-16,The HUB,Tea,Tea Item 5,1,3.25,3.25,Mobile
TXN-26631,2024-10-16,The HUB,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-26632,10/16/2024,The HUB,Pastry,Pastry Item 5,1,3.5,3.5,Mobile
TXN-26633,2024-10-16,The HUB,Sandwich,Sandwich Item 3,1,8.75,8.75,Card
TXN-26634,2024-10-16,The HUB,Espresso,Espresso Item 1,1,4.75,4.75,Card
TXN-26635,2024-10-16,The HUB,Sandwich,Sandwich Item 5,2,8.75,17.5,Cash
TXN-26636,2024-10-16,The HUB,Pastry,Pastry Item 4,1,3.5,3.5,Card
TXN-26637,2024-10-16,The HUB,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Cash
TXN-26638,2024-10-16,The HUB,Smoothie,Smoothie Item 3,1,6.5,6.5,Card
TXN-26639,2024-10-16,The HUB,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-26640,2024-10-16,The HUB,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Cash
TXN-26641,2024-10-16,The HUB,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Cash
TXN-26642,2024-10-16,The HUB,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-26643,2024-10-16,The HUB,Tea,Tea Item 1,1,3.25,3.25,Mobile
TXN-26644,10/16/2024,The HUB,Pastry,Pastry Item 5,1,3.5,3.5,Cash
TXN-26645,2024-10-16,The HUB,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Card
TXN-26646,2024-10-16,The HUB,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-26647,10/16/2024,The HUB,Espresso,Espresso Item 2,1,4.75,4.75,Cash
TXN-26648,10/16/2024,ode-cafe,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-26649,2024-10-16,ode-cafe,Tea,Tea Item 4,2,3.25,6.5,Card
TXN-26650,2024-10-16,ode-cafe,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Card
TXN-26651,2024-10-16,ode-cafe,Smoothie,Smoothie Item 2,1,6.5,6.5,Cash
TXN-26652,10/16/2024,ode-cafe,Tea,Tea Item 5,1,3.25,3.25,Card
TXN-26653,10/16/2024,ode-cafe,Smoothie,Smoothie Item 2,2,6.5,13.0,Card
TXN-26654,2024-10-16,ode-cafe,Espresso,Espresso Item 1,1,4.75,4.75,Card
TXN-26655,2024-10-16,ode-cafe,Pastry,Pastry Item 1,2,3.5,7.0,Cash
TXN-26656,2024-10-16,ode-cafe,Pastry,Pastry Item 4,2,3.5,7.0,Card
TXN-26657,2024-10-16,ode-cafe,Espresso,Espresso Item 3,2,4.75,9.5,Mobile
TXN-26658,2024-10-16,ode-cafe,Smoothie,Smoothie Item 1,1,6.5,6.5,Mobile
TXN-26659,2024-10-16,ode-cafe,Cold Brew,Cold Brew Item 1,3,5.25,15.75,Mobile
TXN-26660,2024-10-16,ode-cafe,Sandwich,Sandwich Item 4,2,8.75,17.5,Mobile
TXN-26661,2024-10-16,ode-cafe,Espresso,Espresso Item 5,2,4.75,9.5,Cash
TXN-26662,2024-10-16,ode-cafe,Pastry,Pastry Item 1,2,3.5,7.0,Card
TXN-26663,10/16/2024,ode-cafe,Smoothie,Smoothie Item 2,1,6.5,6.5,Mobile
TXN-26664,2024-10-16,ode-cafe,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-26665,2024-10-16,ode-cafe,Sandwich,Sandwich Item 4,2,8.75,17.5,Card
TXN-26666,2024-10-16,ode-cafe,Pastry,Pastry Item 3,1,3.5,3.5,Cash
TXN-26667,2024-10-16,ode-cafe,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Mobile
TXN-26668,2024-10-16,ode-cafe,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Card
TXN-26669,2024-10-16,ode-cafe,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-26670,10/16/2024,ode-cafe,Tea,Tea Item 4,1,3.25,3.25,Card
TXN-26671,2024-10-16,ode-cafe,Cold Brew,Cold Brew Item 3,2,5.25,10.5,Card
TXN-26672,2024-10-16,ode-cafe,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Cash
TXN-26673,2024-10-16,ode-cafe,Pastry,Pastry Item 2,2,3.5,7.0,Cash
TXN-26674,10/16/2024,ode-cafe,Sandwich,Sandwich Item 5,3,8.75,26.25,Card
TXN-26675,2024-10-16,ode-cafe,Sandwich,Sandwich Item 5,1,8.75,8.75,Card
TXN-26676,2024-10-16,ode-cafe,Sandwich,Sandwich Item 3,1,8.75,8.75,Cash
TXN-26677,2024-10-16,ode-cafe,Tea,Tea Item 1,3,3.25,9.75,Card
TXN-26678,2024-10-16,ode-cafe,Sandwich,Sandwich Item 4,1,8.75,8.75,Mobile
TXN-26679,2024-10-16,ode-cafe,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Cash
TXN-26680,2024-10-16,ode-cafe,Cold Brew,Cold Brew Item 3,3,5.25,15.75,Card
TXN-26681,2024-10-16,ode-cafe,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Card
TXN-26682,2024-10-16,ode-cafe,Espresso,Espresso Item 1,1,4.75,4.75,Cash
TXN-26683,2024-10-16,ode-cafe,Espresso,Espresso Item 4,1,4.75,4.75,Card
TXN-26684,2024-10-16,ode-cafe,Sandwich,Sandwich Item 3,1,8.75,8.75,Card
TXN-26685,2024-10-16,ode-cafe,Espresso,Espresso Item 1,3,4.75,14.25,Card
TXN-26686,2024-10-16,ode-cafe,Smoothie,Smoothie Item 3,2,6.5,13.0,Cash
TXN-26687,2024-10-16,ode-cafe,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Card
TXN-26688,2024-10-16,ode-cafe,Smoothie,Smoothie Item 4,1,6.5,6.5,Card
TXN-26689,2024-10-16,ode-cafe,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-26690,2024-10-16,ode-cafe,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-26691,2024-10-16,ode-cafe,Smoothie,Smoothie Item 3,2,6.5,13.0,Mobile
TXN-26692,2024-10-16,ode-cafe,Sandwich,Sandwich Item 4,2,8.75,17.5,Mobile
TXN-26693,2024-10-16,ode-cafe,Espresso,Espresso Item 5,1,4.75,4.75,Card
TXN-26694,2024-10-16,ode-cafe,Espresso,Espresso Item 2,1,4.75,4.75,Mobile
TXN-26695,10/16/2024,ode-cafe,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Card
TXN-26696,2024-10-16,ode-cafe,Smoothie,Smoothie Item 1,2,6.5,13.0,Card
TXN-26697,2024-10-16,ode-cafe,Smoothie,Smoothie Item 1,1,6.5,6.5,Card
TXN-26698,10/16/2024,ode-cafe,Sandwich,Sandwich Item 3,1,8.75,8.75,Cash
TXN-26699,10/16/2024,ode-cafe,Espresso,Espresso Item 1,2,4.75,9.5,Card
TXN-26700,2024-10-16,suzzallo-roasters,Tea,Tea Item 5,1,3.25,3.25,Card
TXN-26701,2024-10-16,suzzallo-roasters,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Cash
TXN-26702,2024-10-16,suzzallo-roasters,Sandwich,Sandwich Item 5,1,8.75,8.75,Cash
TXN-26703,2024-10-16,suzzallo-roasters,Sandwich,Sandwich Item 4,1,8.75,8.75,Card
TXN-26704,2024-10-16,suzzallo-roasters,Espresso,Espresso Item 1,2,4.75,9.5,Cash
TXN-26705,2024-10-16,suzzallo-roasters,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Card
TXN-26706,2024-10-16,suzzallo-roasters,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-26707,10/16/2024,suzzallo-roasters,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Cash
TXN-26708,2024-10-16,suzzallo-roasters,Pastry,Pastry Item 4,1,3.5,3.5,Mobile
TXN-26709,2024-10-16,suzzallo-roasters,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Card
TXN-26710,2024-10-16,suzzallo-roasters,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Card
TXN-26711,2024-10-16,suzzallo-roasters,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Cash
TXN-26712,2024-10-16,suzzallo-roasters,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Cash
TXN-26713,2024-10-16,suzzallo-roasters,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Card
TXN-26714,2024-10-16,suzzallo-roasters,Tea,Tea Item 4,2,3.25,6.5,Card
TXN-26715,10/16/2024,suzzallo-roasters,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Card
TXN-26716,2024-10-16,suzzallo-roasters,Pastry,Pastry Item 3,3,3.5,10.5,Mobile
TXN-26717,2024-10-16,suzzallo-roasters,Espresso,Espresso Item 5,1,4.75,4.75,Mobile
TXN-26718,2024-10-16,suzzallo-roasters,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-26719,2024-10-16,suzzallo-roasters,Tea,Tea Item 5,1,3.25,3.25,Card
TXN-26720,2024-10-16,suzzallo-roasters,Sandwich,Sandwich Item 2,2,8.75,17.5,Mobile
TXN-26721,2024-10-16,suzzallo-roasters,Espresso,Espresso Item 4,1,4.75,4.75,Card
TXN-26722,2024-10-16,suzzallo-roasters,Smoothie,Smoothie Item 1,2,6.5,13.0,Cash
TXN-26723,2024-10-16,suzzallo-roasters,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-26724,2024-10-16,suzzallo-roasters,Tea,Tea Item 4,1,3.25,3.25,Cash
TXN-26725,2024-10-16,suzzallo-roasters,Sandwich,Sandwich Item 2,1,8.75,8.75,Card
TXN-26726,2024-10-16,suzzallo-roasters,Tea,Tea Item 5,1,3.25,3.25,Card
TXN-26727,10/16/2024,suzzallo-roasters,Smoothie,Smoothie Item 4,1,6.5,6.5,Card
TXN-26728,2024-10-16,suzzallo-roasters,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-26729,2024-10-16,suzzallo-roasters,Sandwich,Sandwich Item 2,1,8.75,8.75,Card
TXN-26730,2024-10-16,suzzallo-roasters,Sandwich,Sandwich Item 4,2,8.75,17.5,Mobile
TXN-26731,2024-10-16,UW Medical Brew,Smoothie,Smoothie Item 2,1,6.5,6.5,Card
TXN-26732,2024-10-16,UW Medical Brew,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-26733,2024-10-16,UW Medical Brew,Cold Brew,Cold Brew Item 5,2,5.25,10.5,Cash
TXN-26734,2024-10-16,UW Medical Brew,Pastry,Pastry Item 3,1,3.5,3.5,Card
TXN-26735,2024-10-16,UW Medical Brew,Sandwich,Sandwich Item 4,2,8.75,17.5,Card
TXN-26736,2024-10-16,UW Medical Brew,Sandwich,Sandwich Item 1,1,8.75,8.75,Card
TXN-26737,2024-10-16,UW Medical Brew,Drip Coffee,Drip Coffee Item 1,2,2.5,5.0,Cash
TXN-26738,2024-10-16,UW Medical Brew,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-26739,2024-10-16,UW Medical Brew,Tea,Tea Item 3,1,3.25,3.25,Card
TXN-26740,2024-10-16,UW Medical Brew,Cold Brew,Cold Brew Item 2,2,5.25,10.5,Card
TXN-26741,2024-10-16,UW Medical Brew,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Cash
TXN-26742,2024-10-16,UW Medical Brew,Espresso,Espresso Item 3,2,4.75,9.5,Card
TXN-26743,2024-10-16,UW Medical Brew,Espresso,Espresso Item 3,1,4.75,4.75,Card
TXN-26744,2024-10-16,UW Medical Brew,Tea,Tea Item 3,1,3.25,3.25,Cash
TXN-26745,2024-10-16,UW Medical Brew,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-26746,2024-10-16,UW Medical Brew,Pastry,Pastry Item 3,1,3.5,3.5,Card
TXN-26747,2024-10-16,UW Medical Brew,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-26748,2024-10-16,UW Medical Brew,Drip Coffee,Drip Coffee Item 2,2,2.5,5.0,Card
TXN-26749,2024-10-16,UW Medical Brew,Smoothie,Smoothie Item 4,1,6.5,6.5,Card
TXN-26750,2024-10-16,UW Medical Brew,Tea,Tea Item 4,1,3.25,3.25,Cash
TXN-26751,2024-10-16,UW Medical Brew,Smoothie,Smoothie Item 5,2,6.5,13.0,Card
TXN-26752,2024-10-16,UW Medical Brew,Drip Coffee,Drip Coffee Item 5,2,2.5,5.0,Mobile
TXN-26753,2024-10-16,UW Medical Brew,Pastry,Pastry Item 3,2,3.5,7.0,Mobile
TXN-26754,2024-10-16,UW Medical Brew,Sandwich,Sandwich Item 1,2,8.75,17.5,Mobile
TXN-26755,2024-10-16,UW Medical Brew,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-26756,2024-10-16,UW Medical Brew,Cold Brew,Cold Brew Item 1,2,5.25,10.5,Mobile
TXN-26757,2024-10-16,UW Medical Brew,Espresso,Espresso Item 3,1,4.75,4.75,Card
TXN-26758,2024-10-16,UW Medical Brew,Drip Coffee,Drip Coffee Item 2,2,2.5,5.0,Card
TXN-26759,2024-10-16,UW Medical Brew,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Cash
TXN-26760,2024-10-16,UW Medical Brew,Pastry,Pastry Item 3,1,3.5,3.5,Card
TXN-26761,2024-10-16,UW Medical Brew,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Cash
TXN-26762,2024-10-16,UW Medical Brew,Smoothie,Smoothie Item 5,1,6.5,6.5,Cash
TXN-26763,2024-10-16,UW Medical Brew,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-26764,10/16/2024,UW Medical Brew,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-26765,2024-10-16,UW Medical Brew,Espresso,Espresso Item 4,1,4.75,4.75,Card
TXN-26766,10/16/2024,UW Medical Brew,Tea,Tea Item 5,1,3.25,3.25,Card
TXN-26767,2024-10-16,UW Medical Brew,Tea,Tea Item 2,2,3.25,6.5,Card
TXN-26768,2024-10-16,UW Medical Brew,Tea,Tea Item 1,1,3.25,3.25,Card
TXN-26769,10/16/2024,UW Medical Brew,Tea,Tea Item 5,2,3.25,6.5,Card
TXN-26770,2024-10-16,UW Medical Brew,Espresso,Espresso Item 3,1,4.75,4.75,Card
TXN-26771,2024-10-16,UW Medical Brew,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Cash
TXN-26772,2024-10-16,UW Medical Brew,Sandwich,Sandwich Item 2,1,8.75,8.75,Card
TXN-26773,2024-10-16,UW Medical Brew,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Mobile
TXN-26774,2024-10-16,UW Medical Brew,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Mobile
TXN-26775,2024-10-16,UW Medical Brew,Tea,Tea Item 2,2,3.25,6.5,Card
TXN-26776,2024-10-16,UW Medical Brew,Cold Brew,Cold Brew Item 3,2,5.25,10.5,Mobile
TXN-26777,10/16/2024,UW Medical Brew,Sandwich,Sandwich Item 5,1,8.75,8.75,Mobile
TXN-26778,2024-10-16,UW Medical Brew,Sandwich,Sandwich Item 5,2,8.75,17.5,Mobile
TXN-26779,10/16/2024,UW Medical Brew,Pastry,Pastry Item 3,1,3.5,3.5,Mobile
TXN-26780,2024-10-16,UW Medical Brew,Pastry,Pastry Item 5,2,3.5,7.0,Mobile
TXN-26781,10/16/2024,UW Medical Brew,Espresso,Espresso Item 1,1,4.75,4.75,Cash
TXN-26782,2024-10-16,UW Medical Brew,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Mobile
TXN-26783,2024-10-16,UW Medical Brew,Smoothie,Smoothie Item 2,1,6.5,6.5,Card
TXN-26784,2024-10-16,UW Medical Brew,Cold Brew,Cold Brew Item 4,1,5.25,5.25,Mobile
TXN-26785,2024-10-16,UW Medical Brew,Sandwich,Sandwich Item 4,1,8.75,8.75,Card
TXN-26786,2024-10-16,UW Medical Brew,Sandwich,Sandwich Item 3,1,8.75,8.75,Card
TXN-26787,2024-10-16,UW Medical Brew,Smoothie,Smoothie Item 3,2,6.5,13.0,Cash
TXN-26788,2024-10-16,UW Medical Brew,Tea,Tea Item 4,1,3.25,3.25,Mobile
TXN-26789,10/16/2024,UW Medical Brew,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Cash
TXN-26790,2024-10-16,Portage Bay,Sandwich,Sandwich Item 2,2,8.75,17.5,Mobile
TXN-26791,2024-10-16,Portage Bay,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-26792,2024-10-16,Portage Bay,Drip Coffee,Drip Coffee Item 5,2,2.5,5.0,Card
TXN-26793,2024-10-16,Portage Bay,Tea,Tea Item 5,2,3.25,6.5,Card
TXN-26794,2024-10-16,Portage Bay,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Mobile
TXN-26795,2024-10-16,Portage Bay,Pastry,Pastry Item 1,1,3.5,3.5,Card
TXN-26796,2024-10-16,Portage Bay,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-26797,2024-10-16,Portage Bay,Smoothie,Smoothie Item 5,1,6.5,6.5,Cash
TXN-26798,2024-10-16,Portage Bay,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Card
TXN-26799,2024-10-16,Portage Bay,Tea,Tea Item 4,1,3.25,3.25,Card
TXN-26800,2024-10-16,Portage Bay,Espresso,Espresso Item 5,1,4.75,4.75,Card
TXN-26801,2024-10-16,Portage Bay,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Card
TXN-26802,2024-10-16,Portage Bay,Drip Coffee,Drip Coffee Item 5,2,2.5,5.0,Card
TXN-26803,2024-10-16,Portage Bay,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-26804,2024-10-16,Portage Bay,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Card
TXN-26805,2024-10-16,Portage Bay,Tea,Tea Item 5,1,3.25,3.25,Card
TXN-26806,2024-10-16,Portage Bay,Tea,Tea Item 5,1,3.25,3.25,Card
TXN-26807,10/16/2024,Portage Bay,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Cash
TXN-26808,2024-10-16,Portage Bay,Tea,Tea Item 5,2,3.25,6.5,Mobile
TXN-26809,2024-10-16,Portage Bay,Cold Brew,Cold Brew Item 2,2,5.25,10.5,Card
TXN-26810,2024-10-16,Portage Bay,Espresso,Espresso Item 5,1,4.75,4.75,Card
TXN-26811,2024-10-16,Portage Bay,Sandwich,Sandwich Item 4,1,8.75,8.75,Card
TXN-26812,10/16/2024,Portage Bay,Smoothie,Smoothie Item 3,1,6.5,6.5,Card
TXN-26813,2024-10-16,Portage Bay,Pastry,Pastry Item 3,2,3.5,7.0,Cash
TXN-26814,2024-10-16,Portage Bay,Espresso,Espresso Item 2,3,4.75,14.25,Cash
TXN-26815,2024-10-16,Portage Bay,Espresso,Espresso Item 4,1,4.75,4.75,Mobile
TXN-26816,2024-10-16,Portage Bay,Espresso,Espresso Item 3,1,4.75,4.75,Card
TXN-26817,10/16/2024,Portage Bay,Smoothie,Smoothie Item 2,2,6.5,13.0,Card
TXN-26818,10/16/2024,Portage Bay,Pastry,Pastry Item 3,1,3.5,3.5,Card
TXN-26819,10/16/2024,Portage Bay,Sandwich,Sandwich Item 4,2,8.75,17.5,Card
TXN-26820,2024-10-16,Portage Bay,Tea,Tea Item 3,1,3.25,3.25,Card
TXN-26821,2024-10-16,Portage Bay,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Mobile
TXN-26822,2024-10-16,Portage Bay,Tea,Tea Item 1,1,3.25,3.25,Cash
TXN-26823,2024-10-16,Portage Bay,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-26824,2024-10-16,Portage Bay,Tea,Tea Item 4,1,3.25,3.25,Cash
TXN-26825,2024-10-16,Portage Bay,Espresso,Espresso Item 1,1,4.75,4.75,Cash
TXN-26826,2024-10-16,Portage Bay,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Card
TXN-26827,2024-10-16,Portage Bay,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-26828,2024-10-16,Portage Bay,Cold Brew,Cold Brew Item 4,1,5.25,5.25,Card
TXN-26829,2024-10-16,Portage Bay,Smoothie,Smoothie Item 1,1,6.5,6.5,Card
TXN-26830,2024-10-16,Portage Bay,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Cash
TXN-26831,2024-10-16,Portage Bay,Sandwich,Sandwich Item 5,2,8.75,17.5,Card
TXN-26832,2024-10-16,Portage Bay,Tea,Tea Item 3,1,3.25,3.25,Cash
TXN-26833,2024-10-16,Portage Bay,Sandwich,Sandwich Item 5,1,8.75,8.75,Mobile
TXN-26834,2024-10-16,Portage Bay,Smoothie,Smoothie Item 2,1,6.5,6.5,Card
TXN-26835,2024-10-16,Portage Bay,Tea,Tea Item 4,1,3.25,3.25,Mobile
TXN-26836,2024-10-16,Portage Bay,Tea,Tea Item 2,3,3.25,9.75,Cash
TXN-26837,2024-10-16,Portage Bay,Pastry,Pastry Item 5,2,3.5,7.0,Card
TXN-26838,2024-10-16,Portage Bay,Espresso,Espresso Item 3,1,4.75,4.75,Card
TXN-26839,10/16/2024,Portage Bay,Sandwich,Sandwich Item 1,2,8.75,17.5,Card
TXN-26840,10/17/2024,The HUB,Espresso,Espresso Item 5,2,4.75,9.5,Card
TXN-26841,2024-10-17,The HUB,Tea,Tea Item 4,1,3.25,3.25,Cash
TXN-26842,2024-10-17,The HUB,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-26843,2024-10-17,The HUB,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Card
TXN-26844,2024-10-17,The HUB,Tea,Tea Item 3,1,3.25,3.25,Cash
TXN-26845,2024-10-17,The HUB,Smoothie,Smoothie Item 2,1,6.5,6.5,Card
TXN-26846,10/17/2024,The HUB,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Card
TXN-26847,10/17/2024,The HUB,Smoothie,Smoothie Item 1,1,6.5,6.5,Card
TXN-26848,2024-10-17,The HUB,Pastry,Pastry Item 4,1,3.5,3.5,Card
TXN-26849,2024-10-17,The HUB,Espresso,Espresso Item 3,1,4.75,4.75,Card
TXN-26850,2024-10-17,The HUB,Sandwich,Sandwich Item 2,2,8.75,17.5,Mobile
TXN-26851,2024-10-17,The HUB,Sandwich,Sandwich Item 4,1,8.75,8.75,Cash
TXN-26852,2024-10-17,The HUB,Drip Coffee,Drip Coffee Item 3,2,2.5,5.0,Cash
TXN-26853,2024-10-17,The HUB,Tea,Tea Item 2,3,3.25,9.75,Cash
TXN-26854,2024-10-17,The HUB,Pastry,Pastry Item 2,1,3.5,3.5,Card
TXN-26855,2024-10-17,The HUB,Smoothie,Smoothie Item 2,1,6.5,6.5,Cash
TXN-26856,2024-10-17,The HUB,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Card
